1
2,1
3,10,5,16,8,4,2,1
4,2
5,16
6,3,10
7,22,11,34,17,52,26,13,40,20,10
8,4
9,28,14,7,22
10,5
11,34
12,6,3
13,40
14,7
15,46,23,70,35,106,53,160,80,40
16,8
17,52
18,9,28
19,58,29,88,44,22
20,10
21,64,32,16
22,11
23,70
24,12,6
25,76,38,19,58
26,13
27,82,41,124,62,31,94,47,142,71,214,107,322,161,484,242,121,364,182,91,274,137,412,206,103,310,155,466,233,700,350,175,526,263,790,395,1186,593,1780,890,445,1336,668,334,167,502,251,754,377,1132,566,283,850,425,1276,638,319,958,479,1438,719,2158,1079,3238,1619,4858,2429,7288,3644,1822,911,2734,1367,4102,2051,6154,3077,9232,4616,2308,1154,577,1732,866,433,1300,650,325,976,488,244,122,61,184,92,46
28,14
29,88
30,15,46
31,94
32,16
33,100,50,25,76
34,17
35,106
36,18,9
37,112,56,28
38,19
39,118,59,178,89,268,134,67,202,101,304,152,76
40,20
41,124
42,21,64
43,130,65,196,98,49,148,74,37,112
44,22
45,136,68,34
46,23
47,142
48,24,12
49,148
50,25
51,154,77,232,116,58
52,26
53,160
54,27,82
55,166,83,250,125,376,188,94
56,28
57,172,86,43,130
58,29
59,178
60,30,15
61,184
62,31
63,190,95,286,143,430,215,646,323,970,485,1456,728,364
64,32
65,196
66,33,100
67,202
68,34
69,208,104,52
70,35
71,214
72,36,18
73,220,110,55,166
74,37
75,226,113,340,170,85,256,128,64
76,38
77,232
78,39,118
79,238,119,358,179,538,269,808,404,202
80,40
81,244
82,41
83,250
84,42,21
85,256
86,43
87,262,131,394,197,592,296,148
88,44
89,268
90,45,136
91,274
92,46
93,280,140,70
94,47
95,286
96,48,24
97,292,146,73,220
98,49
99,298,149,448,224,112
